producer,processor prod,processor model,cores,core base speed (GHz),core boost speed (GHz),ram type,ram cap (GB),ssd (GB),hdd (GB),gpu prod,gpu size (MB),gpu base speed (GHz),gpu boost speed (GHz),screen type,screen size (inch),screen horizontal resolution,screen vertical resolution,sRGB (%),weight (kg),os,battery capacity (WHr),price(USD)
lenovo,amd,ryzen5,6,3,4,ddr4,16,1000,512,nvidia,6144,960,1200,led ips,17.3,1920,1080,90,2.98,windows pro 10.00,80,1385.5
lenovo,intel,i5,4,1.6,4.2,ddr3,16,0,256,intel,1700,300,1100,led ips,14,3840,2160,100,1.36,windows pro 10.00,51,1389.5
lenovo,intel,i7,6,2.6,4.5,ddr4,8,2000,128,nvidia,6144,1455,1590,led ips,15.6,1920,1080,90,2.3,windows home 10.00,57,1399.5
lenovo,intel,i7,6,2.6,4.5,ddr4,16,1000,512,nvidia,8192,1080,1285,led ips,17.3,1920,1080,90,2.8,windows home 10.00,76,1400
lenovo,intel,i5,4,2.5,4.3,ddr4,16,0,256,nvidia,4096,1500,1690,led ips,15.6,1920,1080,90,2.45,windows pro 10.00,90,1418
lenovo,amd,ryzen7,8,1.7,4.1,ddr4,16,0,1024,amd,2048,1100,1600,led ips,14,1920,1080,50,1.47,windows pro 10.00,50,1428
lenovo,amd,ryzen5,6,2.3,4,ddr4,12,0,2048,amd,2048,1100,1500,led ips,15.6,1920,1080,60,1.7,windows pro 10.00,45,1439
lenovo,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,4096,1020,1245,led ips,15.6,3840,2160,100,1.9,windows home 10.00,69,1448
lenovo,intel,i7,6,2.6,5,ddr4,12,0,512,nvidia,4096,1530,1725,led ips,15.6,1920,1080,90,2,windows home 10.00,69,1450.5
lenovo,amd,ryzen5,6,3,4,ddr4,16,1000,1024,nvidia,6144,960,1200,led ips,17.3,1920,1080,90,2.98,windows pro 10.00,80,1460.5
lenovo,intel,i5,4,1.8,4,ddr4,8,0,256,intel,8192,400,1100,led ips,13,2160,1350,100,1.03,windows pro 10.00,48,1475.5
lenovo,intel,i5,4,2.5,4.5,ddr4,16,0,256,nvidia,4096,1020,1245,led ips,15.6,1920,1080,100,1.9,windows home 10.00,57,1477.5
lenovo,intel,i7,4,3,4.8,ddr4,16,0,1024,intel,8192,400,1350,led ips,14,1920,1080,100,1.44,windows home 10.00,60,1500
lenovo,intel,i7,6,2.6,5,ddr4,8,0,256,nvidia,4096,1035,1200,led ips,15.6,1920,1080,90,1.81,windows home 10.00,80,1506
lenovo,intel,i5,4,2.6,4.6,ddr4,8,0,256,nvidia,4096,1500,1690,led ips,15.6,1920,1080,90,2.74,windows home 10.00,94,1507
lenovo,intel,i7,6,2.6,4.5,ddr4,8,1000,0,nvidia,4096,1266,1354,led ips,17.3,1920,1080,90,3.4,windows pro 10.00,99,1508
lenovo,intel,i5,4,1.6,4.2,ddr4,16,0,512,intel,1700,300,1100,led ips,14,1920,1080,60,1.49,windows home 10.00,57,1524
lenovo,intel,i5,4,1.6,4.2,ddr4,16,0,1024,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.25,windows pro 10.00,48,1529
lenovo,amd,ryzen7,8,1.7,4.1,ddr4,40,0,512,amd,2048,1100,1600,led ips,14,1920,1080,50,1.47,windows pro 10.00,50,1532
lenovo,intel,i5,4,1.6,4.2,ddr4,24,0,1024,nvidia,2048,1266,1354,led ips,15.6,1920,1080,60,1.75,windows pro 10.00,57,1575.5
lenovo,intel,i5,4,2.5,4.5,ddr4,32,0,512,nvidia,3072,1366,1442,led ips,15.6,1920,1080,50,2.07,windows pro 10.00,68,1584.5
lenovo,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,4096,1500,1690,led ips,17.3,1920,1080,90,3.5,windows pro 10.00,94,1593.5
lenovo,intel,i7,4,1.9,4.8,ddr4,16,0,1024,nvidia,2048,1519,1582,led ips,15.6,1920,1080,60,1.75,windows pro 10.00,57,1599.5
lenovo,intel,i7,4,1.8,4.6,ddr4,40,0,1024,nvidia,2048,1266,1354,led ips,15.6,1920,1080,60,1.75,windows pro 10.00,57,1599.5
lenovo,intel,i5,4,1.6,4.2,ddr4,48,0,256,intel,1700,300,1100,led ips,14,1920,1080,50,1.61,windows home 10.00,50,1609
lenovo,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,4096,1500,1690,led ips,15.6,1920,1080,90,1.8,windows pro 10.00,80,1639
lenovo,intel,i7,6,2.6,5,ddr4,16,0,1024,nvidia,4096,1530,1725,led ips,15.6,1920,1080,90,2,windows home 10.00,69,1650.5
lenovo,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,4096,1200,1620,led ips,15.6,1920,1080,90,1.72,windows pro 10.00,80,1720
lenovo,intel,i5,4,1.8,4,ddr4,16,0,512,intel,8192,400,1100,led ips,13,2160,1350,100,1.03,windows pro 10.00,48,1727
lenovo,intel,i5,4,2.5,4.5,ddr4,32,0,1024,nvidia,3072,1366,1442,led ips,15.6,1920,1080,50,2.07,windows pro 10.00,68,1799.5
lenovo,intel,i7,4,1.3,3.9,ddr4,16,0,512,intel,8192,300,1100,led ips,14,1920,1080,100,1.25,windows pro 10.00,52,1847
lenovo,intel,i5,4,1.8,4,ddr4,16,0,1024,intel,8192,400,1100,led ips,13,2160,1350,100,1.03,windows pro 10.00,48,1883.5
lenovo,intel,i5,4,1.6,4.2,ddr3,8,0,1024,intel,1700,300,1100,led ips,14,3840,2160,100,1.36,windows home 10.00,51,1899.5
lenovo,intel,i5,4,1.6,4.2,ddr4,48,0,1024,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.89,linux ubuntu 0.00,57,1904
lenovo,intel,i7,6,2.6,5,ddr4,8,0,256,nvidia,8192,930,1155,led ips,15.6,1920,1080,90,2.74,windows home 10.00,94,1942
lenovo,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,4096,1020,1245,oled,15.6,3840,2160,100,1.74,windows pro 10.00,80,1980.5
lenovo,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,8192,930,1155,led ips,15.6,1920,1080,90,2.74,windows pro 10.00,94,2153.5
lenovo,intel,i5,4,2.5,4.5,ddr4,16,0,2560,nvidia,4096,1266,1354,led ips,15.6,1920,1080,60,2.07,windows pro 10.00,68,2160.5
lenovo,intel,i7,6,2.6,5,ddr4,32,0,1536,nvidia,4096,1500,1690,led ips,17.3,1920,1080,90,3.5,windows home 10.00,94,2192.5
lenovo,intel,i7,4,2.8,3.8,ddr4,32,0,256,nvidia,2048,977,977,led ips,17.3,1920,1080,0,3.4,windows pro 10.00,96,2199.5
lenovo,intel,i7,4,3,4.8,ddr4,16,0,2048,intel,8192,400,1350,led ips,14,1920,1080,100,1.44,windows home 10.00,60,2199.5
lenovo,intel,i7,4,1.9,4.8,ddr3,8,0,512,intel,1700,300,1150,led ips,14,1920,1080,100,1.36,windows pro 10.00,51,2369.5
lenovo,intel,i7,4,2.8,3.8,ddr4,32,0,1024,nvidia,2048,977,977,led ips,17.3,1920,1080,0,3.4,windows pro 10.00,96,2399.5
lenovo,intel,i5,5,1.4,3,ddr4,8,0,256,intel,8192,200,500,oled,13.3,2048,1536,100,1,windows home 10.00,50,2498.5
lenovo,intel,i7,6,2.2,4.1,ddr4,16,0,512,nvidia,4096,1493,1519,led ips,15.6,3840,2160,100,2.9,windows pro 10.00,90,2499.5
lenovo,intel,i5,4,2.5,4.5,ddr4,64,0,2048,nvidia,4096,1266,1354,led ips,15.6,1920,1080,60,2.07,windows pro 10.00,68,2588.5
lenovo,intel,i7,6,2.6,5,ddr4,32,0,3072,nvidia,4096,1500,1690,led ips,15.6,1920,1080,90,1.8,windows home 10.00,80,2837
lenovo,intel,i5,5,1.4,3,ddr4,8,0,512,intel,8192,200,500,oled,13.3,2048,1536,100,1,windows pro 10.00,50,2899.5
lenovo,intel,i7,4,1.8,4,ddr4,16,0,1024,intel,1700,300,1150,led ips,13.9,3840,2160,90,1.37,windows home 10.00,70,2999.5
lenovo,intel,i5,5,1.4,3,ddr4,8,0,1024,intel,8192,200,500,oled,13.3,2048,1536,100,1,windows pro 10.00,50,3099.5
lenovo,intel,i7,6,2.6,5,ddr4,128,0,1024,nvidia,8192,930,1155,led ips,15.6,1920,1080,90,2.74,windows pro 10.00,94,3492.5
lenovo,intel,i7,6,2.6,5,ddr4,32,0,6144,nvidia,4096,1500,1690,led ips,15.6,1920,1080,90,1.8,windows home 10.00,80,3657.5
lenovo,intel,i7,6,2.6,5,ddr4,128,0,6144,nvidia,4096,1500,1690,led ips,17.3,1920,1080,90,3.5,windows home 10.00,94,4224
