producer, processor prod, processor model, cores, core base speed (GHz), ram type, ram cap (GB), ssd (GB), hdd (GB), gpu prod, gpu size (MB), screen type, screen size (inch), weight (kg), os, price(USD)
asus,intel, i7, 8, 2.3,ddr4, 16,0,2048,nvidia, 8192,led ips, 17.3,2.9,windows home 10.00,2659.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,4096,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,2679.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,2048,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,2279.5
asus,intel, i7, 8, 2.3,ddr4, 48,0,6144,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,4429.0
asus,amd, ryzen 5, 6, 3.0,ddr4, 16,1000,1024,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,1169.5
asus,intel, i7, 6, 2.6,ddr4, 40,0,4096,nvidia, 8192,led ips, 17.3,2.6,windows home 10.00,3379.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,4096,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,2499.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,1024,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,1499.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 16,0,1024,nvidia, 4096,led ips, 14.0,1.6,windows home 10.00,1176.5
asus,intel, i7, 6, 2.6,ddr4, 24,2000,512,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,1589.5
asus,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 13.3,1.11,windows home 10.00,1000.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,512,intel, 8192,oled, 13.3,1.2,windows pro 10.00,1549.0
apple,intel, i7, 6, 2.6,ddr4, 32,0,4096,amd, 4096,led ips, 16.1,2.0,macos  11.00,3999.5
apple,intel, i7, 6, 2.6,ddr4, 32,0,8192,amd, 4096,led ips, 16.1,2.0,macos  11.00,5199.5
apple,intel, i5, 4, 1.4,ddr3, 16,0,128,intel, 128,led ips, 13.3,1.37,macos  11.00,1450.0
apple,intel, i5, 4, 1.4,ddr3, 16,0,512,intel, 128,led ips, 13.3,1.37,macos  11.00,1899.5
apple,intel, i5, 4, 2.0,ddr4, 32,0,4096,intel, 8192,led ips, 13.3,1.4,macos  11.00,3399.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 40,0,2048,nvidia, 6144,led ips, 14.0,1.7,windows home 10.00,1794.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,2048,nvidia, 2048,led ips, 14.0,1.5,windows pro 10.00,2009.0
asus,intel, i3, 2, 1.2,ddr4, 20,0,1024,intel, 8192,led ips, 15.6,1.75,windows home 10.00,799.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,2048,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,2279.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,4096,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,2679.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,1.65,windows pro 10.00,1450.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 16,0,4096,nvidia, 6144,led ips, 15.6,2.1,windows home 10.00,2075.5
asus,intel, i7, 4, 2.8,ddr4, 32,0,2048,intel, 8192,led ips, 14.0,0.86,windows pro 10.00,2000.0
asus,intel, i7, 8, 2.3,ddr4, 64,0,4096,nvidia, 8192,led ips, 17.3,2.9,windows home 10.00,3909.0
asus,intel, i7, 6, 2.6,ddr4, 40,0,4096,nvidia, 8192,led ips, 17.3,2.6,windows home 10.00,3379.5
asus,intel, i7, 6, 2.6,ddr4, 40,0,2048,nvidia, 8192,led ips, 17.3,2.6,windows home 10.00,2919.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,512,intel, 8192,oled, 13.3,1.2,windows pro 10.00,1549.0
asus,amd, ryzen 7, 8, 2.9,ddr4, 40,0,4096,nvidia, 4096,led ips, 14.0,1.6,windows home 10.00,2559.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 64,1000,256,nvidia, 6144,led ips, 15.6,2.3,windows pro 10.00,2169.5
asus,intel, i7, 6, 2.6,ddr4, 16,1000,256,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,943.0
asus,intel, i7, 6, 2.6,ddr4, 32,2000,2048,nvidia, 4096,led ips, 15.6,2.4,windows home 10.00,1337.0
asus,amd, ryzen 7, 8, 2.9,ddr4, 32,0,2048,nvidia, 4096,led ips, 17.3,2.58,windows home 10.00,1430.0
asus,intel, i7, 6, 2.6,ddr4, 32,1000,1024,nvidia, 4096,led ips, 15.6,2.4,windows home 10.00,1209.0
asus,intel, i7, 6, 2.6,ddr4, 64,0,1024,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,2000.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,2048,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,1909.0
asus,intel, i7, 6, 2.6,ddr4, 24,2000,0,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,1339.0
asus,intel, i7, 6, 2.6,ddr4, 24,0,4096,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,2107.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 13.3,1.11,windows home 10.00,1000.0
asus,amd, ryzen 5, 4, 2.1,ddr4, 4,0,512,amd, 2048,led tn, 15.6,1.59,windows home 10.00,610.0
asus,amd, ryzen 5, 4, 2.1,ddr4, 4,0,128,amd, 2048,led tn, 15.6,1.59,windows home 10.00,570.5
asus,intel, i7, 8, 2.3,ddr4, 40,0,6144,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,3905.0
asus,intel, i7, 8, 2.3,ddr4, 24,0,6144,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,3825.0
asus,amd, ryzen 7, 8, 2.0,ddr4, 8,0,1024,nvidia, 2048,led ips, 15.6,1.9,windows home 10.00,1000.0
asus,amd, ryzen 7, 8, 2.0,ddr4, 8,0,512,nvidia, 2048,led ips, 15.6,1.9,windows home 10.00,900.0
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,128,nvidia, 2048,led ips, 14.0,1.15,windows pro 10.00,690.5
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,512,nvidia, 2048,led ips, 14.0,1.15,windows pro 10.00,730.0
